날짜,level,turnover,reason
2024-03-07,4710.711726749079,0.0,
2024-03-08,4823.056817021591,0.0,
2024-03-11,4709.546204361093,0.0,
2024-03-12,4731.67908931816,0.0,
2024-03-13,4761.808441427058,0.0,
2024-03-14,4730.254576639961,0.0,
2024-03-15,4636.770151286386,0.0,
2024-03-18,4711.184906413868,0.0,
2024-03-19,4591.804262547927,0.0,
2024-03-20,4638.9063080334945,0.0,
2024-03-21,4828.518156526843,0.0,
2024-03-22,4818.154758013698,0.0,
2024-03-25,4858.873239438253,0.0,
2024-03-26,5211.587862425019,0.0,
2024-03-27,5284.1220364081155,0.0,
2024-03-28,5600.0466788266485,0.0,
2024-03-29,5674.246211542187,0.0,
2024-04-01,5831.045532269315,0.0,
2024-04-02,5954.909140244186,0.06931613504294953,cap
2024-04-03,5850.058035919059,0.0,
2024-04-04,5868.160188587183,0.0,
2024-04-05,5772.245860075885,0.0,
2024-04-08,5711.542656484431,0.0,
2024-04-09,5714.095273337148,0.0,
2024-04-11,5904.425540351648,0.0,
2024-04-12,5936.270944627525,0.0,
2024-04-15,5920.679746304799,0.0,
2024-04-16,5690.491912227469,0.0,
2024-04-17,5605.972576687936,0.0,
2024-04-18,5746.623430997537,0.0,
2024-04-19,5519.443102705964,0.0,
2024-04-22,5339.426890775611,0.0,
2024-04-23,5377.684857918024,0.0,
2024-04-24,5696.634108165306,0.0,
2024-04-25,5461.681305730002,0.0,
2024-04-26,5557.285827494882,0.0,
2024-04-29,5535.677666285938,0.0,
2024-04-30,5507.597704948192,0.0,
2024-05-02,5485.596373210349,0.0,
2024-05-03,5431.066250604033,0.006783743089646493,cap
2024-05-07,5674.797864538894,0.0,
2024-05-08,5717.955013835309,0.0,
2024-05-09,5664.592510692803,0.0,
2024-05-10,5665.149115417612,0.0,
2024-05-13,5695.6054981261195,0.0,
2024-05-14,5738.195366496899,0.0,
2024-05-16,5848.375267628201,0.0,
2024-05-17,5738.820968656247,0.0,
2024-05-20,5795.401567184457,0.0,
2024-05-21,5788.278071117862,0.0,
2024-05-22,5930.399474173374,0.0,
2024-05-23,5955.904354299432,0.0,
2024-05-24,5903.384176877478,0.0,
2024-05-27,6026.690400614135,0.0,
2024-05-28,6196.873285756859,0.0,
2024-05-29,6227.222939612997,0.0,
2024-05-30,6062.17611938783,0.0,
2024-05-31,5944.102610026531,0.0,
2024-06-03,5838.801948186674,0.0,
2024-06-04,5846.522101309131,0.03286444859323773,cap
2024-06-05,5999.330679658619,0.0,
2024-06-07,6148.988146022223,0.0,
2024-06-10,6154.586450560267,0.0,
2024-06-11,6177.834438322106,0.0,
2024-06-12,6428.158889017575,0.0,
2024-06-13,6751.114261615552,0.0,
2024-06-14,6647.569789206583,0.0,
2024-06-17,6631.535093876362,0.304825857579834,regular
2024-06-18,6763.997275715593,0.0,
2024-06-19,6803.21679475068,0.21581282424141637,cap
2024-06-20,6815.2709164349735,0.0,
2024-06-21,6667.195846319877,0.0,
2024-06-24,6476.10184492296,0.0,
2024-06-25,6439.214192682449,0.0,
2024-06-26,6602.298183081835,0.0,
2024-06-27,6569.350703522371,0.0,
2024-06-28,6601.007260923817,0.0,
2024-07-01,6623.813894278957,0.0,
2024-07-02,6512.504455893148,0.05305640250145324,cap
2024-07-03,6555.9586730382425,0.0,
2024-07-04,6541.180624527428,0.0,
2024-07-05,6599.3237339889,0.0,
2024-07-08,6555.314174520597,0.0,
2024-07-09,6670.056949189528,0.0,
2024-07-10,6630.143909835658,0.0,
2024-07-11,6585.36632191442,0.0,
2024-07-12,6393.301024431354,0.0,
2024-07-15,6410.374890975662,0.0,
2024-07-16,6540.30170988393,0.0,
2024-07-17,6267.952007305514,0.0,
2024-07-18,6100.1167360552545,0.0,
2024-07-19,6019.567202658871,0.0,
2024-07-22,5889.882786825086,0.0,
2024-07-23,5895.586577390119,0.0,
2024-07-24,5841.70289789753,0.0,
2024-07-25,5555.7771079430895,0.0,
2024-07-26,5587.344312151718,0.0,
2024-07-29,5671.87155203306,0.0,
2024-07-30,5471.622551799757,0.0,
2024-07-31,5656.094363607431,0.0,
2024-08-01,5599.369830351821,0.0,
2024-08-02,5156.2269171164035,0.0929006857446976,cap
2024-08-05,4553.26427294682,0.0,
2024-08-06,4743.314668249066,0.0,
2024-08-07,4838.349289669391,0.0,
2024-08-08,4723.416902325795,0.0,
2024-08-09,4881.008981063089,0.0,
2024-08-12,5028.70377801625,0.0,
2024-08-13,5056.855134930681,0.0,
2024-08-14,5224.231555689399,0.0,
2024-08-16,5498.851297172728,0.0,
2024-08-19,5352.133275805192,0.0,
2024-08-20,5446.73363504515,0.0,
2024-08-21,5361.9708995769715,0.0,
2024-08-22,5298.368906725814,0.0,
2024-08-23,5219.895929249066,0.0,
2024-08-26,5104.208515788275,0.0,
2024-08-27,5084.660444193199,0.0,
2024-08-28,5165.903616262747,0.0,
2024-08-29,4857.539939268073,0.0,
2024-08-30,4956.649534468262,0.0,
2024-09-02,4890.893819690931,0.0,
2024-09-03,4786.716278693425,0.0,
2024-09-04,4505.825700820288,0.0,
2024-09-05,4477.178969455013,0.0,
2024-09-06,4348.244214902613,0.0,
2024-09-09,4376.599020985551,0.0,
2024-09-10,4416.349906472218,0.0,
2024-09-11,4603.789736853719,0.0,
2024-09-12,4784.641841788659,0.0,
2024-09-13,4622.550962622985,0.0,
2024-09-19,4529.199718247493,0.0,
2024-09-20,4574.4875969800405,0.0,
2024-09-23,4651.079546691891,0.0,
2024-09-24,4756.595061606986,0.0,
2024-09-25,4747.378044537546,0.0,
2024-09-26,5075.633111040967,0.0,
2024-09-27,5125.647077979075,0.0,
2024-09-30,4875.665435608937,0.0,
2024-10-02,4832.2158311389385,0.0,
