AUM(억),참여율,체결지연(D+),비용(bp),추종오차(연율),누적 추종차이,최대 일간 절대 추종차이,일간 상관계수
1000.0,0.1,1,30.0,0.031180405788790454,-0.03935369520026191,0.04175307819713614,0.9972266353856394
3000.0,0.1,1,30.0,0.037500020725294195,-0.023119360138168125,0.04175307819713614,0.9960128241520373
10000.0,0.1,1,30.0,0.05394076300569986,-0.060739124067281214,0.04175307819713614,0.9916387964119849
