date,n,앵커,핵심,위성,최대단일,직전이벤트,이벤트,구조성분,드리프트성분
2024-06-25,4,0.5600888471702488,0.2578364259519426,0.18207472687780868,0.2972577310995011,2024-06-19,,0.141982004926979,0.01810684224326975
2024-06-26,4,0.5633024360671988,0.261503016859423,0.17519454707337825,0.30537728062619257,2024-06-19,,0.141982004926979,0.021320431140219753
2024-06-27,4,0.5664366248853305,0.2538981415911348,0.17966523352353475,0.30626136227108486,2024-06-19,,0.141982004926979,0.02445461995835152
2024-06-28,4,0.5634028424351736,0.2506439451894132,0.1859532123754133,0.30479261969720944,2024-06-19,,0.141982004926979,0.021420837508194568
2024-07-01,4,0.5611273102998355,0.2476064167990255,0.19126627290113887,0.3024588536155321,2024-06-19,,0.141982004926979,0.019145305372856525
2024-07-02,4,0.5289925316514863,0.2703983936565602,0.2006090746919537,0.2789925316514862,2024-07-02,cap,0.12899253165148628,0.0
2024-07-03,4,0.5297680373877385,0.2657384573398994,0.20449350527236215,0.27714331284812466,2024-07-02,,0.12899253165148628,0.00077550573625218
2024-07-04,4,0.5340357343616019,0.25580023583094424,0.21016402980745397,0.28727744458545734,2024-07-02,,0.12899253165148628,0.005043202710115602
2024-07-05,4,0.5441255812451093,0.26177649118730034,0.19409792756759045,0.2931608884025133,2024-07-02,,0.12899253165148628,0.01513304959362305
2024-07-08,4,0.5461187518029537,0.2589133386660852,0.19496790953096113,0.29614556244713475,2024-07-02,,0.12899253165148628,0.017126220151467364
2024-07-09,4,0.5433167572381805,0.2569647842766183,0.19971845848520134,0.29238311018621493,2024-07-02,,0.12899253165148628,0.014324225586694217
2024-07-10,4,0.5471167223585303,0.25583363428669476,0.19704964335477498,0.2941432376799722,2024-07-02,,0.12899253165148628,0.018124190707043963
2024-07-11,4,0.5522936159547329,0.2553527316827487,0.19235365236251842,0.29546869596336933,2024-07-02,,0.12899253165148628,0.023301084303246622
2024-07-12,4,0.5489863755163267,0.2622071039452716,0.18880652053840166,0.29322743460320977,2024-07-02,,0.12899253165148628,0.019993843864840377
2024-07-15,4,0.5522094136847453,0.25727244378878883,0.19051814252646568,0.3004159427135687,2024-07-02,,0.12899253165148628,0.023216882033259
