구간시작,구간끝,거래일,이벤트,앵커_시작,앵커_끝,앵커_최소,앵커_최대,드리프트_최대
2023-06-14,2023-07-03,14,cap,0.6666666666666666,0.6287348194167962,0.6268922348298744,0.6666666666666666,0.03977443183679219
2023-07-04,2023-08-01,21,cap,0.6666666666666666,0.5455466163965228,0.5455466163965228,0.6769757261565443,0.12112005027014383
2023-08-02,2023-09-01,22,cap,0.6666666666666666,0.6297025467215456,0.6138353733589408,0.676052701471159,0.052831293307725846
2023-09-04,2023-10-04,19,cap,0.6666666666666666,0.6729426925791011,0.6637866354283393,0.7002814482092472,0.033614781542580574
2023-10-05,2023-11-01,19,cap,0.6666666666666666,0.6715626272728501,0.646188312635777,0.6798624157285539,0.0204783540308896
2023-11-02,2023-12-01,22,cap,0.6666666666666666,0.6594122421392548,0.6399497163244733,0.671878247210547,0.026716950342193346
2023-12-04,2023-12-15,10,cap,0.6666666666666666,0.6806113559178252,0.6617260621807552,0.6806113559178252,0.013944689251158549
2023-12-18,2023-12-19,2,regular,0.8500000000000001,0.8488904515265056,0.8488904515265056,0.8500000000000001,0.0011095484734945371
2023-12-20,2024-01-02,7,cap,0.6666666666666666,0.667324453674871,0.6609131262132388,0.6738016593811406,0.007134992714473931
2024-01-03,2024-02-01,22,cap,0.6666666666666666,0.6662586320646731,0.6602427439485616,0.6830185294535345,0.016351862786867843
2024-02-02,2024-03-04,19,cap,0.6666666666666666,0.5813537208278188,0.5813537208278188,0.6666666666666666,0.08531294583884785
2024-03-05,2024-04-01,20,cap,0.6666666666666666,0.5978410451606808,0.5978410451606808,0.6798686207819267,0.06882562150598581
2024-04-02,2024-05-02,21,cap,0.6666666666666666,0.6692356590127565,0.6584989124730234,0.6835148441918057,0.01684817752513912
2024-05-03,2024-06-03,20,cap,0.6666666666666666,0.6501137601498005,0.6202788410847713,0.6666666666666666,0.04638782558189536
2024-06-04,2024-06-14,8,cap,0.6666666666666666,0.6450838273550901,0.6328497084861201,0.6666666666666666,0.03381695818054653
2024-06-17,2024-06-18,2,regular,0.67,0.6773242084849935,0.67,0.6773242084849935,0.0073242084849934885
2024-06-19,2024-07-01,9,cap,0.541982004926979,0.5611273102998355,0.541982004926979,0.5664366248853305,0.02445461995835152
2024-07-02,2024-08-01,23,cap,0.5289925316514863,0.5719131999302214,0.5289925316514863,0.5719131999302214,0.042920668278735086
2024-08-02,2024-11-01,59,cap,0.5200707344175122,0.5348922868402808,0.48679216360489375,0.5457952983142014,0.033278570812618424
2024-11-04,2024-12-13,30,cap,0.4832251750187964,0.5119345031797149,0.4806297953658368,0.5385830888571898,0.055357913838393336
2024-12-16,2024-12-17,2,regular,0.67,0.6624268374897453,0.6624268374897453,0.67,0.0075731625102547495
2024-12-18,2025-06-13,115,cap,0.5475339949186874,0.5085797841766783,0.445604144187424,0.5539895786483917,0.10192985073126337
2025-06-16,2025-06-17,2,regular,0.6400000000000001,0.6429048833875441,0.6400000000000001,0.6429048833875441,0.0029048833875440216
2025-06-18,2025-07-01,10,cap,0.5352895930572392,0.5509453878294688,0.5282790190789473,0.5509453878294688,0.01565579477222956
2025-07-02,2025-12-01,103,cap,0.5016996614677278,0.5676752019143445,0.48668070790992035,0.5744327650079364,0.07273310354020857
2025-12-02,2025-12-12,9,cap,0.534743343318023,0.5527160425077504,0.5325461161791633,0.5527160425077504,0.017972699189727437
2025-12-15,2025-12-16,2,regular,0.6400000000000001,0.6396453533627751,0.6396453533627751,0.6400000000000001,0.0003546466372250645
2025-12-17,2026-03-03,48,cap,0.5,0.49112754590845276,0.48110841868726223,0.5548674900077897,0.05486749000778968
2026-03-04,2026-05-04,43,cap,0.5694200625533381,0.5970605582519957,0.5205945171919141,0.6177707332362163,0.04882554536142403
2026-05-06,2026-06-01,18,cap,0.5472627147521347,0.6884791568449127,0.5472627147521347,0.6884791568449127,0.14121644209277795
2026-06-02,2026-06-12,8,cap,0.5,0.41344234149361847,0.41344234149361847,0.5,0.08655765850638153
2026-06-15,2026-07-23,28,regular,0.3999999999999999,0.4517782267611535,0.3999999999999999,0.49952216007792716,0.09952216007792725
