date,기준선,band_3,band_5,band_10
2025-02-24,-0.19341042877798154,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-02-25,-0.19395137404604756,-0.17034447435137823,-0.17034447435137823,-0.17034447435137823
2025-02-26,-0.19782152257660024,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-02-27,-0.1859387776072437,0.009252329102688694,0.009252329102688694,0.009252329102688694
2025-02-28,-0.1818814387351727,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-03-04,-0.18020066460029793,-0.16770284211848774,-0.16770284211848774,-0.16770284211848774
2025-03-05,-0.17741840805234155,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
2025-03-06,-0.19618695881265746,-0.014850116079709652,-0.014850116079709652,-0.014850116079709652
2025-03-07,-0.17823585411471426,-0.16999999999999993,-0.16999999999999993,-0.16999999999999993
2025-03-10,-0.1850108498659513,-0.17606591183978504,-0.17606591183978504,-0.17606591183978504
2025-03-11,-0.19392249437581022,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-03-12,-0.18975091862219895,0.0027503893864333495,0.0027503893864333495,0.0027503893864333495
2025-03-13,-0.1902680249646755,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-03-14,-0.18648571498463706,-0.16592949500322673,-0.16592949500322673,-0.16592949500322673
2025-03-17,-0.17815434708486877,0.0,0.0,0.0
2025-03-18,-0.18287313036977626,-0.004046240646026655,-0.004046240646026655,-0.004046240646026655
2025-03-19,-0.16627073690068184,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-03-20,-0.15926099514196257,-0.1631316948272471,-0.1631316948272471,-0.1631316948272471
2025-03-21,-0.15188616192834936,0.0,0.0,0.0
2025-03-24,-0.1516882738620654,0.0003146756332774725,0.0003146756332774725,0.0003146756332774725
2025-03-25,-0.1432418795317939,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-03-26,-0.13811874036728888,-0.1648119971814207,-0.1648119971814207,-0.1648119971814207
2025-03-27,-0.13120309154206122,0.0,0.0,0.0
2025-03-28,-0.12910024361928607,0.0020231974389633978,0.0020231974389633978,0.0020231974389633978
2025-03-31,-0.12534486971416847,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-04-01,-0.12842338708305157,-0.17296879573077023,-0.17296879573077023,-0.17296879573077023
2025-04-02,-0.1235790231541235,0.0,0.0,0.0
2025-04-03,-0.1284673332993551,-0.004433480229060649,-0.004433480229060649,-0.004433480229060649
2025-04-04,-0.1338482063869496,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
