effective_date,score,alert_line,below_alert
2020-06-15,0.8,0.35,False
2020-12-14,0.8,0.35,False
2021-06-14,0.8,0.35,False
2021-12-13,0.8,0.35,False
2022-06-13,0.8,0.35,False
2022-12-12,0.8,0.35,False
2023-06-12,0.8,0.35,False
2023-12-18,0.8,0.35,False
2024-06-17,0.5318181818181819,0.35,False
2024-12-16,0.5318181818181817,0.35,False
2025-06-16,0.6766846398542229,0.35,False
2025-12-15,0.6774614182826754,0.35,False
2026-06-15,0.4459518680928114,0.35,False
