ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,133900.0,97479516673500.0,3.0,412570068954.75,9835.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
003160,True,5970.0,168951000000.0,1025.0,2440169620.8333335,9983.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
005290,True,38450.0,1976887294300.0,150.0,17172135894.166666,8745.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
005930,True,72800.0,434600169640000.0,1.0,985086314290.9333,17704.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
007660,True,30350.0,1919528816650.0,156.0,67585807040.833336,7359.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
014680,True,201000.0,2278374195000.0,138.0,11813219422.95,12612.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
033160,True,12080.0,266561278480.0,715.0,1803214912.8333333,9516.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
036540,True,5310.0,873284208930.0,284.0,6464234744.833333,8247.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
036930,True,35250.0,1700784723000.0,167.0,49484159902.5,8742.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
039030,True,157800.0,1944024990000.0,153.0,28722710896.666668,8498.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
042700,True,63600.0,6190779607200.0,61.0,109019171138.33333,6705.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
061970,True,7680.0,336265666560.0,586.0,1982542263.8333333,4686.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
064290,True,34950.0,448616871900.0,464.0,8811369064.166666,4712.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
067310,True,29950.0,1435259527300.0,198.0,114748974875.83333,6624.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
086390,True,12430.0,262697186180.0,726.0,1637732579.0,6204.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
089030,True,9560.0,357100846200.0,547.0,4623356144.5,4403.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
095340,True,88100.0,1867460809800.0,160.0,25934742065.0,5904.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
102710,True,24950.0,356481508200.0,550.0,1000420784.3333334,5299.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
104830,True,27050.0,341046400000.0,575.0,1294436118.3333333,4355.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
112290,True,10010.0,101206555450.0,1482.0,687432038.0,504.0,2023-11-30,KRX all-stock screen download,krx_all_20231130.csv,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7
