ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,114000.0,82992269610000.0,2.0,348922038313.06665,9105.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
003160,True,7500.0,236225887500.0,873.0,2400024025.3333335,9253.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
005290,True,33650.0,1730097723100.0,179.0,55499669250.0,8015.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
005930,True,71300.0,425645495815000.0,1.0,1086445894265.5667,16974.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
007660,True,5170.0,326983986230.0,672.0,8863970943.75,6629.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
014680,True,298000.0,3377888110000.0,103.0,23961980945.433334,11882.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
033160,True,17950.0,391448017550.0,575.0,16840274841.666666,8786.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
036540,True,6160.0,1013075466480.0,270.0,12977684498.666666,7517.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
036930,True,16150.0,779224773800.0,343.0,15432116169.166666,8012.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
039030,True,102300.0,1260289965000.0,226.0,8340019711.666667,7768.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
042700,True,32600.0,1612391990200.0,184.0,14932313193.333334,5975.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
061970,True,11950.0,523225874400.0,453.0,5702883005.833333,3956.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
064290,True,22900.0,290783329800.0,731.0,2983730275.0,3982.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
067310,True,21350.0,681809666650.0,383.0,31138859294.166668,5894.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
086390,True,29950.0,632967073700.0,401.0,9339741780.0,5474.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
089030,True,19250.0,373226084000.0,602.0,5854707842.5,3673.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
095340,True,25950.0,429330190200.0,529.0,8205375255.833333,5174.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
102710,True,27350.0,390772314600.0,579.0,3273297857.5,4569.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
104830,True,31000.0,390848000000.0,578.0,2271685118.3333335,3625.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
112290,False,,,,,,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
131290,True,53700.0,593998737300.0,418.0,4624681350.0,3982.0,2021-11-30,KRX all-stock screen download,krx_all_20211130.csv,f68127d404e36ac1edc2e9d1549e8972a9545d4516a83bcc44f648c519935ed4
