ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,159900.0,116407578163500.0,2.0,821539789361.8167,10200.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
003160,True,11230.0,317809000000.0,567.0,13727269491.666666,10348.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
005290,True,21850.0,1123406693900.0,227.0,9617501340.0,9110.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
005930,True,54200.0,323562214210000.0,1.0,1651728346175.05,18069.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
007660,True,22300.0,1410395143700.0,193.0,78344985420.83333,7724.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
014680,True,99900.0,1132385980500.0,224.0,7803598945.766666,12977.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
033160,True,6630.0,146299774530.0,1042.0,2267420347.5,9881.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
036540,True,3215.0,528739874145.0,389.0,1821624339.6666667,8612.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
036930,True,27900.0,1318786155900.0,205.0,18556220628.333332,9107.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
039030,True,116200.0,1431531710000.0,187.0,17138452291.666666,8863.0,2024-11-29,KRX all-stock screen download,krx_all_20241129.csv,1b19d1f2d091493a19859145c6b4f5baa5ce2138d4470e505bc7a677f0da5175
