ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,127000.0,92456300355000.0,2.0,524890730763.2833,8922.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
003160,True,7130.0,224572077050.0,998.0,2697985359.0,9070.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
005290,True,28600.0,1470454528400.0,205.0,19080615224.166668,7832.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
005930,True,80500.0,480567495275000.0,1.0,1414921870542.1667,16791.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
007660,True,3530.0,145677444940.0,1341.0,2065691399.6666667,6446.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
014680,True,249000.0,2822463555000.0,129.0,13062286150.0,11699.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
033160,True,11350.0,247517270150.0,930.0,3769243917.5,8603.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
036540,True,7260.0,1193981799780.0,237.0,44834225596.333336,7334.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
036930,True,14450.0,697201113400.0,368.0,13443163683.0,7829.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
039030,True,113200.0,1394573060000.0,211.0,13314059741.666666,7585.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
042700,True,32600.0,1612391990200.0,189.0,35971727492.5,5792.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
061970,True,13150.0,575767384800.0,442.0,11917009724.166666,3773.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
064290,True,23100.0,293265172200.0,792.0,4535479554.166667,3799.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
067310,True,14150.0,451878537850.0,529.0,15084325938.666666,5711.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
086390,True,20500.0,433249583000.0,553.0,4971529463.333333,5291.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
089030,True,26700.0,517669425600.0,471.0,13069697110.0,3490.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
095340,True,20350.0,330826225950.0,704.0,5884863758.333333,4991.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
102710,True,35450.0,506503786200.0,482.0,8987730544.166666,4386.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
104830,True,34150.0,430563200000.0,555.0,3369308078.3333335,3442.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
112290,False,,,,,,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
131290,True,63800.0,705719170200.0,362.0,5126827253.333333,3799.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
166090,True,43950.0,862768122300.0,318.0,8656182103.333334,1494.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
195870,True,33450.0,568650000000.0,444.0,8998900128.333334,1802.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
222800,True,22550.0,718310924650.0,358.0,8804874116.666666,2124.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
253590,True,3140.0,117987346320.0,1551.0,800254963.4166666,1153.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
281820,True,28000.0,584123568000.0,436.0,5536877680.833333,1273.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
322310,True,33800.0,314662519600.0,724.0,9926806912.433332,96.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
348210,True,60400.0,577629360000.0,440.0,8165543403.333333,235.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
353200,True,15100.0,746195567500.0,352.0,25678323158.333332,375.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
357780,True,328200.0,2552925361200.0,137.0,12179312691.666666,298.0,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
394280,False,,,,,,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
403870,False,,,,,,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
425040,False,,,,,,2021-05-31,KRX all-stock screen download,krx_all_20210531.csv,65a6f1d5dd533da666a2709b261bf87a99e1b009e490496a07d971b36d196e69
