ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,108600.0,79061056839000.0,3.0,358223891106.9667,9652.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
003160,True,7070.0,200081000000.0,977.0,2103694959.4166667,9800.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
005290,True,38350.0,1971745844900.0,149.0,34118094980.833332,8562.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
005930,True,71400.0,426242474070000.0,1.0,873395761490.9667,17521.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
007660,True,14630.0,925295109970.0,268.0,86774988492.83333,7176.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
014680,True,231500.0,2624097642500.0,118.0,14592675245.8,12429.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
033160,True,13930.0,307383990830.0,657.0,11819751216.333334,9333.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
036540,True,5690.0,935779124070.0,267.0,30621153008.0,8064.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
036930,True,16740.0,807691808880.0,309.0,47299470734.666664,8559.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
039030,True,92500.0,1139558375000.0,232.0,11600321776.666666,8315.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
