ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
195870,True,46000.0,782000000000.0,338.0,4708348145.0,2898.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
222800,True,33650.0,1071891911950.0,264.0,13482309307.5,3220.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
253590,True,9530.0,418073132920.0,510.0,48170673870.666664,2249.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
281820,True,37450.0,781265272200.0,339.0,13730655787.5,2369.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
322310,True,23500.0,220113737000.0,870.0,5783276208.333333,1192.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
348210,True,65800.0,681514288000.0,373.0,7566582965.0,1331.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
353200,True,23150.0,1144001813750.0,252.0,17319170609.166668,1471.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
357780,True,329500.0,2563037497000.0,138.0,11550697283.333334,1394.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
394280,True,23700.0,517673340900.0,447.0,26827680609.166668,613.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
403870,True,42550.0,3528847827200.0,110.0,84320293420.91667,686.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
425040,True,19250.0,409999243500.0,521.0,9551016190.666666,498.0,2024-05-31,KRX all-stock screen download,krx_all_20240531.csv,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94
