ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,81500.0,59332192747500.0,2.0,436054969056.4667,8555.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
003160,True,3745.0,117955459825.0,1072.0,659027822.5,8703.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
005290,True,17900.0,920319442600.0,200.0,22196477960.666668,7465.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
005930,True,50700.0,302667975285000.0,1.0,1329577381236.5334,16424.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
007660,True,3525.0,145471102950.0,918.0,2629761620.75,6079.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
014680,True,97500.0,1101281512500.0,171.0,5637787959.1,11332.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
033160,True,7700.0,167919205300.0,811.0,1820724980.6666667,8236.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
036540,True,5530.0,909465475590.0,203.0,36996545739.416664,6967.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
036930,True,5400.0,260545744800.0,573.0,2951882056.6666665,7462.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
039030,True,87900.0,1082888445000.0,173.0,17750665239.166668,7218.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
042700,True,9230.0,475358854230.0,352.0,3413476302.8333335,5425.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
061970,True,7290.0,319189675680.0,490.0,20922440007.166668,3406.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
064290,True,9310.0,117077551220.0,1081.0,5048494305.166667,3432.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
067310,True,5220.0,158528847420.0,848.0,7076102468.0,5344.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
086390,True,14450.0,305388120700.0,503.0,10323523742.666666,4924.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
089030,True,17350.0,335180937100.0,468.0,14737032896.5,3123.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
095340,True,16600.0,234765632800.0,626.0,7330844462.5,4624.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
102710,True,27600.0,392688273600.0,399.0,11467762662.5,4019.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
104830,True,23650.0,298179200000.0,510.0,2518995458.3333335,3075.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
112290,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
131290,True,18250.0,201871079250.0,712.0,2728456569.1666665,3432.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
166090,True,17700.0,347409829800.0,448.0,5476742497.833333,1127.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
195870,True,15850.0,269450000000.0,557.0,1952562012.5,1435.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
222800,True,11350.0,361544523050.0,433.0,8909192782.0,1757.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
253590,True,2190.0,82204689720.0,1394.0,633833984.8666667,786.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
281820,True,20350.0,403730569000.0,391.0,3358489356.6666665,906.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
322310,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
348210,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
353200,True,9260.0,457600725500.0,362.0,25852127134.285713,8.0,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
357780,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
394280,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
403870,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
425040,False,,,,,,2020-05-29,KRX all-stock screen download,krx_all_20200529.csv,891e9c0e7495ac7bb6ce500d325cb6054dbaa5a66b9c9b6a8694981ea7115e70
