ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
000660,True,108000.0,78624255420000.0,3.0,403883098867.93335,9287.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
003160,True,7800.0,245674923000.0,886.0,1885081785.3333333,9435.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
005290,True,42500.0,2185115995000.0,151.0,42972761380.0,8197.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
005930,True,67400.0,402363343870000.0,1.0,1006901965173.15,17156.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
007660,True,7670.0,485100033730.0,476.0,15551907797.5,6811.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
014680,True,265500.0,3009494272500.0,114.0,19114997068.083332,12064.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
033160,True,14600.0,318392259400.0,701.0,2539099832.5,8968.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
036540,True,6800.0,1118330060400.0,248.0,6193559511.666667,7699.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
036930,True,21100.0,1018058373200.0,264.0,23458341200.0,8194.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
039030,True,106000.0,1305872300000.0,217.0,8221764333.333333,7950.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
042700,True,14400.0,1424444457600.0,206.0,7050320150.833333,6157.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
061970,True,10950.0,479441282400.0,483.0,3090713760.0,4138.0,2022-05-31,KRX all-stock screen download,krx_all_20220531.csv,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba
