날짜,PR,TR
2020-10-20,1266.460911208342,1266.460911208342
2020-10-21,1259.5945110854984,1259.5945110854984
2020-10-22,1241.9301366428735,1241.9301366428735
2020-10-23,1224.2396361534304,1224.2396361534304
2020-10-26,1214.4324723667678,1214.4324723667678
2020-10-27,1209.2884120879512,1209.2884120879512
2020-10-28,1214.9324298990607,1214.9324298990607
2020-10-29,1222.2219928105194,1222.2219928105194
2020-10-30,1203.0442868984126,1203.0442868984126
2020-11-02,1210.9695836157798,1210.9695836157798
2020-11-03,1233.334271390507,1233.334271390507
2020-11-04,1247.7686108790267,1247.7686108790267
2020-11-05,1278.7205956247449,1278.7205956247449
2020-11-06,1287.6335226612532,1287.6335226612532
2020-11-09,1283.0970737080602,1283.0970737080602
2020-11-10,1285.6223281539867,1285.6223281539867
2020-11-11,1284.6770464477206,1284.6770464477206
2020-11-12,1284.4146335907624,1284.4146335907624
2020-11-13,1326.4794946243392,1326.4794946243392
2020-11-16,1425.4173812079114,1425.4173812079114
2020-11-17,1427.3081156291482,1427.3081156291482
2020-11-18,1405.6286814522462,1405.6286814522462
2020-11-19,1425.7030046099355,1425.7030046099355
2020-11-20,1410.0302978151135,1410.0302978151135
2020-11-23,1453.209591483013,1453.209591483013
2020-11-24,1447.5372172105983,1447.5372172105983
2020-11-25,1416.033550611244,1416.033550611244
2020-11-26,1442.5137354671692,1442.5137354671692
2020-11-27,1439.0215356213737,1439.0215356213737
2020-11-30,1412.6671743062993,1412.6671743062993
2020-12-01,1446.6709570720277,1446.6709570720277
2020-12-02,1510.7873205846233,1510.7873205846233
2020-12-03,1511.9375665150671,1511.9375665150671
2020-12-04,1539.1759558533827,1539.1759558533827
2020-12-07,1571.0803068268203,1571.0803068268203
2020-12-08,1582.0977454380547,1582.0977454380547
2020-12-09,1633.3241294583866,1633.3241294583866
2020-12-10,1607.597568260391,1607.597568260391
2020-12-11,1620.4246124302808,1620.4246124302808
2020-12-14,1618.4039101200415,1618.4039101200415
2020-12-15,1627.8320154942535,1627.8320154942535
2020-12-16,1657.8460516455705,1657.8460516455705
2020-12-17,1693.0505939990508,1693.0505939990508
2020-12-18,1670.461023677666,1670.461023677666
2020-12-21,1684.7700120800666,1684.7700120800666
2020-12-22,1659.5919520392836,1659.5919520392836
2020-12-23,1686.2958713084563,1686.2958713084563
2020-12-24,1724.9053402734362,1724.9053402734362
2020-12-28,1705.984505479791,1705.984505479791
2020-12-29,1753.9988104051613,1753.9988104051613
2020-12-30,1792.9253550821402,1848.6516495432454
2021-01-04,1848.388053453706,1905.838195844286
2021-01-05,1864.126768345876,1922.066089082913
2021-01-06,1843.5029547212057,1900.8012623186264
2021-01-07,1861.881130106947,1919.7506536840517
2021-01-08,1922.2426329850823,1981.9882652769013
2021-01-11,1904.314542740171,1963.5029482443374
2021-01-12,1889.2488335632945,1947.9689785548435
2021-01-13,1924.193215937885,1983.9994747135065
2021-01-14,1900.1396669852568,1959.1983122877523
2021-01-15,1913.1855017839089,1972.6496274536823
2021-01-18,1942.7915909449528,2003.175909771543
2021-01-19,1968.6630609209305,2029.851496410792
2021-01-20,1970.144289978019,2031.3787638633805
2021-01-21,1991.9854355289172,2053.898758706519
2021-01-22,1973.2800083608174,2034.611944176455
2021-01-25,2025.2214141102027,2088.1677518100623
2021-01-26,1987.069945245459,2048.8304890236395
2021-01-27,1940.0930299616361,2000.3934742401023
2021-01-28,1892.8903666696426,1951.7236949265177
2021-01-29,1846.676822226694,1904.0737774753904
2021-02-01,1911.114550541647,1970.5143085352015
2021-02-02,1945.290647789873,2005.7526403340112
2021-02-03,1943.6171617086875,2004.0271402758508
2021-02-04,1886.4933579759077,1945.1278594444132
2021-02-05,1903.435941710429,1962.5970392290408
2021-02-08,1880.7046174859884,1939.1591978795946
2021-02-09,1880.893733115862,1939.3541914526006
2021-02-10,1876.541616061791,1934.866805322326
2021-02-15,1964.9651097816811,2026.038608465331
2021-02-16,1974.4420731621356,2035.8101273611278
2021-02-17,1974.5918677204513,2035.964577715984
2021-02-18,1952.609165206594,2013.2986261478
2021-02-19,2076.432389812499,2140.9704267448656
2021-02-22,2086.001921548913,2150.8373911333897
2021-02-23,2049.500498497284,2113.201459585097
2021-02-24,1998.5100797655489,2060.626196798987
2021-02-25,2111.892857710832,2177.5330489912467
2021-02-26,2050.6504057863563,2114.387107387299
2021-03-02,2082.0904111448885,2146.804306242204
2021-03-03,2107.2635036968777,2172.759809040148
2021-03-04,2068.4449932314014,2132.734772191067
2021-03-05,2044.0021301058935,2107.532195235787
2021-03-08,2001.549844156928,2063.7604407542176
2021-03-09,1976.5559943650603,2037.9897517987617
2021-03-10,1937.0844041928485,1997.2913367336173
2021-03-11,2019.5476894191058,2082.317680874582
2021-03-12,2063.780288541228,2127.925082821859
2021-03-15,2069.6374820432175,2133.9643250013814
2021-03-16,2086.2828576468046,2151.1270590659174
2021-03-17,2088.9956907557676,2153.924210317978
2021-03-18,2136.060582369148,2202.4519358420916
2021-03-19,2133.3398554684036,2199.646645449627
2021-03-22,2154.2894526041355,2221.2473814716036
2021-03-23,2104.2438652140013,2169.6463165310647
2021-03-24,2082.6506609216713,2147.3819692615093
2021-03-25,2066.4620727358492,2130.690220121666
2021-03-26,2072.3387375909006,2136.749538847517
2021-03-29,2061.9341937698914,2126.0216091861216
2021-03-30,2086.6333420019105,2151.4884368998405
2021-03-31,2068.839682820485,2133.141729211251
2021-04-01,2170.6669655399323,2238.1339273717754
2021-04-02,2202.8688997340237,2271.3367367345013
2021-04-05,2304.3778336112136,2376.0006913846637
2021-04-06,2340.053226169799,2412.784918410395
2021-04-07,2344.7352683247714,2417.612484113834
2021-04-08,2364.4841024826414,2437.9751359883344
2021-04-09,2363.222702353272,2436.6745300131424
2021-04-12,2350.89610868399,2423.964810863165
2021-04-13,2333.602521710745,2406.1337182334637
2021-04-14,2320.583201972364,2392.709742248035
2021-04-15,2308.812999986241,2380.5737081095103
2021-04-16,2315.393897642679,2387.359148046296
2021-04-19,2333.5840981450765,2406.114722041031
2021-04-20,2359.3942854075603,2432.7271212257283
2021-04-21,2321.0474758271844,2393.188446297326
2021-04-22,2348.243115227866,2421.229359152926
2021-04-23,2397.593706462596,2472.1138266146727
2021-04-26,2462.1781300289426,2538.7056123922
2021-04-27,2477.9806364208303,2554.999279847721
2021-04-28,2357.7312515466388,2431.0123982555147
2021-04-29,2315.4749613316153,2387.4427312929975
2021-04-30,2326.8803767175214,2399.202640821364
2021-05-03,2328.828361727434,2401.2111715678634
2021-05-04,2330.912681123286,2403.3602741383606
2021-05-06,2288.398820579566,2359.5250312489547
2021-05-07,2291.058295383732,2362.2671657553938
2021-05-10,2294.6331419176827,2365.9531228551245
2021-05-11,2209.104808302617,2277.7664649041963
2021-05-12,2191.1314911952973,2259.23451530349
2021-05-13,2125.821190289558,2191.894291038532
2021-05-14,2212.858125946739,2281.6364402126487
2021-05-17,2198.78979501936,2267.130848498248
2021-05-18,2254.1810374981865,2324.2437179707426
2021-05-20,2263.229267521261,2333.5731779564526
2021-05-21,2268.8731238920195,2339.392452227974
2021-05-24,2208.023749865188,2276.651805859446
2021-05-25,2223.548587989771,2292.659174781164
2021-05-26,2212.1710228085203,2280.9279810755893
2021-05-27,2269.0721010987586,2339.5976138876144
2021-05-28,2261.5549787715017,2331.8468502818064
2021-05-31,2260.854623249299,2331.1247268605957
2021-06-01,2261.3472162765024,2331.632630276492
2021-06-02,2267.067672703009,2337.530885426393
2021-06-03,2347.274831674827,2420.2309801727442
2021-06-04,2316.909821478124,2388.922188633031
2021-06-07,2319.8289630208833,2391.9320606352176
2021-06-08,2300.091625418226,2371.5812626428087
2021-06-09,2246.592114839654,2316.4189223922845
2021-06-10,2261.2504430655104,2331.532849236737
2021-06-11,2287.80315967461,2358.9108564806684
2021-06-14,2269.114445732944,2339.641274644385
2021-06-15,2286.2265436115795,2357.285237278309
2021-06-16,2308.7315117580947,2380.4896871284077
2021-06-17,2283.5814428359317,2354.5579235626274
2021-06-18,2269.0780717028374,2339.6037700653087
2021-06-21,2225.672466787907,2294.849066308145
2021-06-22,2230.0488825436196,2299.3615063731772
2021-06-23,2230.277802286682,2299.5975412194834
2021-06-24,2261.673634235011,2331.9691937010234
2021-06-25,2280.2935499179744,2351.1678389452863
2021-06-28,2269.404462067078,2339.940305037909
2021-06-29,2261.8657754672868,2332.1673069158232
2021-06-30,2292.223333407413,2363.468414573787
2021-07-01,2274.476491137907,2345.169978923518
2021-07-02,2301.732470344346,2373.273107019217
2021-07-05,2291.5790914119125,2362.8041487557425
2021-07-06,2312.848043724956,2384.7341659012486
2021-07-07,2302.8272231288915,2374.4018860480014
2021-07-08,2258.1276294379877,2328.3129747743824
2021-07-09,2242.9460693102865,2312.65955334601
2021-07-12,2240.3942394416413,2310.0284095102375
2021-07-13,2262.2830985216965,2332.5976008768853
2021-07-14,2255.0470130096614,2325.1366090513516
2021-07-15,2279.5076020875244,2350.357462903083
2021-07-16,2252.8882721121277,2322.910771868643
2021-07-19,2285.2017142168384,2356.228554943085
2021-07-20,2302.401540530591,2373.962972718285
2021-07-21,2283.9311360112556,2354.91848562594
2021-07-22,2351.7607126128096,2424.856287730667
2021-07-23,2365.202935936877,2438.716311658115
2021-07-26,2308.209812248599,2379.951772565448
2021-07-27,2294.789126924407,2366.113956065033
2021-07-28,2292.186304680898,2363.430234949544
2021-07-29,2261.3761549122373,2331.66246836012
2021-07-30,2241.835674860431,2311.5146464899876
2021-08-02,2288.550586570103,2359.6815143105364
2021-08-03,2334.8136916436038,2407.3825327967193
2021-08-04,2349.414722829648,2422.437381739873
2021-08-05,2336.317966913131,2408.933562765979
2021-08-06,2309.3085769678114,2381.0846882246938
2021-08-09,2309.8274244548434,2381.619662120871
2021-08-10,2252.906859324999,2322.929936794632
2021-08-11,2169.4622879861677,2236.8918069786296
2021-08-12,2133.069662344783,2199.368054396039
2021-08-13,2079.4148405807964,2144.0455757000987
2021-08-17,2058.824116721977,2122.814867171716
2021-08-18,2080.471338995729,2145.134911367068
2021-08-19,2021.586292348646,2084.4196460555495
2021-08-20,2026.0634234898157,2089.0359318623646
2021-08-23,2057.872152690181,2121.833314943288
2021-08-24,2117.7384839887204,2183.5603644233133
2021-08-25,2118.305455536282,2184.144958134185
2021-08-26,2111.031073539044,2176.6444795222433
2021-08-27,2097.656090438142,2162.8537857256447
2021-08-30,2097.4113270044563,2162.6014147475953
