ticker,name,fiscal_year,hbm_massproduction,hbm_exposure,mem_ratio,process_confirmed,committee_ok,audit_opinion,admin_issue,disclosed_at,source,reviewer,judgment_status
222800,심텍,2025,False,0.0,0.75,False,False,적정,False,2026-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260317000641,노민수,FINAL
253590,네오셈,2019,False,0.0,0.9,False,False,적정,False,2020-03-27,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200327002120,노민수,FINAL
253590,네오셈,2020,False,0.0,0.9,False,False,적정,False,2021-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210317000853,노민수,FINAL
253590,네오셈,2021,False,0.0,0.9,False,False,적정,False,2022-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321000254,노민수,FINAL
253590,네오셈,2022,False,0.0,0.9,False,False,적정,False,2023-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321000343,노민수,FINAL
253590,네오셈,2023,False,0.0,0.9,False,False,적정,False,2024-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240319000520,노민수,FINAL
253590,네오셈,2024,False,0.02,0.9,False,False,적정,False,2025-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000990,노민수,FINAL
253590,네오셈,2025,False,0.05,0.9,False,False,적정,False,2026-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318000748,노민수,FINAL
281820,케이씨텍,2019,False,0.0,0.6,False,False,적정,False,2020-03-30,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003126,노민수,FINAL
281820,케이씨텍,2020,False,0.0,0.6,False,False,적정,False,2021-03-16,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210316001143,노민수,FINAL
281820,케이씨텍,2021,False,0.0,0.6,False,False,적정,False,2022-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321000733,노민수,FINAL
281820,케이씨텍,2022,False,0.0,0.6,False,False,적정,False,2023-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001167,노민수,FINAL
281820,케이씨텍,2023,False,0.0,0.6,False,False,적정,False,2024-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001528,노민수,FINAL
281820,케이씨텍,2024,False,0.0,0.6,False,False,적정,False,2025-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001445,노민수,FINAL
281820,케이씨텍,2025,False,0.0,0.6,False,False,적정,False,2026-03-13,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260313001174,노민수,FINAL
322310,오로스테크놀로지,2020,False,0.0,0.8,False,False,적정,False,2021-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210319000866,노민수,FINAL
322310,오로스테크놀로지,2021,False,0.0,0.8,False,False,적정,False,2022-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220318000707,노민수,FINAL
322310,오로스테크놀로지,2022,False,0.0,0.8,False,False,적정,False,2023-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000628,노민수,FINAL
322310,오로스테크놀로지,2023,False,0.0,0.8,False,False,적정,False,2024-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240319000213,노민수,FINAL
322310,오로스테크놀로지,2024,False,0.02,0.8,False,False,적정,False,2025-03-12,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000665,노민수,FINAL
322310,오로스테크놀로지,2025,False,0.03,0.8,False,False,적정,False,2026-03-13,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260313000952,노민수,FINAL
348210,넥스틴,2020,False,0.0,0.65,False,False,적정,False,2021-03-11,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210311000702,노민수,FINAL
348210,넥스틴,2021,False,0.0,0.65,False,False,적정,False,2022-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321001176,노민수,FINAL
348210,넥스틴,2022,False,0.0,0.65,False,False,적정,False,2023-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000481,노민수,FINAL
348210,넥스틴,2023,False,0.02,0.65,True,False,적정,False,2024-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001253,노민수,FINAL
348210,넥스틴,2024,False,0.05,0.65,True,False,적정,False,2025-03-14,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250314001000,노민수,FINAL
348210,넥스틴,2025,False,0.5,0.65,True,False,적정,False,2026-03-16,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260316001405,노민수,FINAL
353200,대덕전자,2020,False,0.0,0.45,False,False,적정,False,2021-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210317001256,노민수,FINAL
353200,대덕전자,2021,False,0.0,0.45,False,False,적정,False,2022-03-16,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220316001352,노민수,FINAL
353200,대덕전자,2022,False,0.0,0.45,False,False,적정,False,2023-03-14,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230314001258,노민수,FINAL
353200,대덕전자,2023,False,0.0,0.45,False,False,적정,False,2024-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001649,노민수,FINAL
353200,대덕전자,2024,False,0.0,0.45,False,False,적정,False,2025-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000892,노민수,FINAL
353200,대덕전자,2025,False,0.0,0.45,False,False,적정,False,2026-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318001514,노민수,FINAL
357780,솔브레인,2020,False,0.0,0.7,False,False,적정,False,2021-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210319001183,노민수,FINAL
357780,솔브레인,2021,False,0.0,0.7,False,False,적정,False,2022-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321001441,노민수,FINAL
357780,솔브레인,2022,False,0.0,0.7,False,False,적정,False,2023-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001420,노민수,FINAL
357780,솔브레인,2023,False,0.02,0.7,False,False,적정,False,2024-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000832,노민수,FINAL
357780,솔브레인,2024,False,0.05,0.7,False,False,적정,False,2025-03-17,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000913,노민수,FINAL
357780,솔브레인,2025,False,0.05,0.7,False,False,적정,False,2026-03-16,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260316001567,노민수,FINAL
394280,오픈엣지테크놀로지,2022,False,0.05,0.2,False,False,적정,False,2023-03-23,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001052,노민수,FINAL
394280,오픈엣지테크놀로지,2023,False,0.08,0.2,False,False,적정,False,2024-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321000788,노민수,FINAL
394280,오픈엣지테크놀로지,2024,False,0.1,0.2,False,False,적정,False,2025-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000861,노민수,FINAL
394280,오픈엣지테크놀로지,2025,False,0.1,0.2,False,False,적정,False,2026-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260319001410,노민수,FINAL
403870,HPSP,2022,False,0.0,0.4,False,False,적정,False,2023-03-22,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230322001198,노민수,FINAL
403870,HPSP,2023,False,0.0,0.4,False,False,적정,False,2024-03-21,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001060,노민수,FINAL
403870,HPSP,2024,False,0.0,0.4,False,False,적정,False,2025-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001013,노민수,FINAL
403870,HPSP,2025,False,0.0,0.4,False,False,적정,False,2026-03-19,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260319000776,노민수,FINAL
425040,티이엠씨,2022,False,0.0,0.8,False,False,적정,False,2023-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000928,노민수,FINAL
425040,티이엠씨,2023,False,0.0,0.8,False,False,적정,False,2024-03-20,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001612,노민수,FINAL
425040,티이엠씨,2024,False,0.0,0.8,False,False,적정,False,2025-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000974,노민수,FINAL
425040,티이엠씨,2025,False,0.0,0.8,False,False,적정,False,2026-03-18,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318001356,노민수,FINAL
