ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
000660,SK하이닉스,anchor,0.25,0.95,102545976332481.0,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-19,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
003160,디아이,satellite,0.0,0.85,319436250000.0,False,규칙 C 요건②③ 미충족,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-14,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
005290,동진쎄미켐,core,0.0,0.55,1323867178701.54,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-14,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
005930,삼성전자,anchor,0.05,0.31,356069172640387.5,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-12,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
007660,이수페타시스,core,0.0,0.1,2228601417019.1997,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
014680,한솔케미칼,core,0.0,0.5,1737532935127.25,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-12,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
033160,엠케이전자,core,0.0,0.5,159431271577.452,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
036540,SFA반도체,satellite,0.0,0.75,396974279381.4,False,규칙 C 요건②③ 미충족,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-20,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
036930,주성엔지니어링,satellite,0.0,0.7,1090469584339.3,False,규칙 C 요건②③ 미충족,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-18,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
039030,이오테크닉스,core,0.0,0.5,1631838230142.0,True,,2024-05-31,2024-05-31,KRX all-stock screen download x ledger free_float,b52ef58f413ffe3c090c842c63e6cb2f175a9e50aa0c81ec430d6de5377c7c96,d344bec62b71bb28eacdf9b5f49180f5f48b1bb28689f83512f51471e0080e94,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2024-03-20,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
