ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
042700,한미반도체,satellite,0.25,0.8,2689893739328.4,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-16,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
061970,LB세미콘,core,0.0,0.25,214335735865.344,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-17,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
064290,인텍플러스,core,0.0,0.4,359970178012.56,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-20,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
067310,하나마이크론,core,0.0,0.6,1034678593230.57,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-27,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
086390,유니테스트,core,0.0,0.55,198888039656.878,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-17,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
089030,테크윙,satellite,0.0,0.8,294072546845.7,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-20,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
095340,ISC,core,0.0,0.45,1084247746169.88,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-23,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
102710,이엔에프테크놀로지,core,0.0,0.65,229431498677.52,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
104830,원익머트리얼즈,core,0.0,0.6,185154090560.00003,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
112290,와이씨켐,satellite,0.0,0.75,60632847370.09499,False,ADV60<10억;규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-16,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
131290,티에스이,core,0.0,0.6,263975361756.21,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-16,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
166090,하나머티리얼즈,core,0.0,0.5,486416510685.89996,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-10,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
195870,해성디에스,core,0.0,0.35,624827520000.0,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-16,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
222800,심텍,satellite,0.0,0.75,824372479182.8,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-22,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
253590,네오셈,satellite,0.0,0.9,49744753193.979996,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
281820,케이씨텍,core,0.0,0.6,252920289555.0,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
322310,오로스테크놀로지,satellite,0.0,0.8,94123162907.54,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-17,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
348210,넥스틴,core,0.0,0.65,508698076819.14,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-17,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
353200,대덕전자,core,0.0,0.45,884602738124.625,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-14,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
357780,솔브레인,satellite,0.0,0.7,1157484846490.4,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-21,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
394280,오픈엣지테크놀로지,core,0.05,0.2,338255855863.94995,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-23,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
403870,HPSP,core,0.0,0.4,2157840296023.04,True,,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-22,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
425040,티이엠씨,satellite,0.0,0.8,255982661215.44,False,규칙 C 요건②③ 미충족,2023-11-30,2023-11-30,KRX all-stock screen download x ledger free_float,eb76ff7f2fddd73889ec68a129f976cfdce7d62f20948bfd835c7acc8b6c2c19,46ad097752eaa41c19f0d2f99f17e0246954fe7c5dd7dd4e38da9aa7b43b8fa7,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2023-03-20,5bb9f600fce3d43dd24319364c30a6d3be9bdc63
