ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,free_float_asof,code_commit
195870,해성디에스,core,0.0,0.35,234411045000.0,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-14,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
222800,심텍,satellite,0.0,0.75,233003627218.672,False,공정/위원회 미확인,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-21,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
253590,네오셈,satellite,0.0,0.9,161962189730.668,False,공정/위원회 미확인,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-19,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
281820,케이씨텍,core,0.0,0.6,295869017970.0,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-20,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
322310,오로스테크놀로지,satellite,0.0,0.8,59493352422.895996,False,ADV60<10억;공정/위원회 미확인,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-19,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
348210,넥스틴,core,0.02,0.65,414992366075.0,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-20,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
353200,대덕전자,core,0.0,0.45,475067532976.64996,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-20,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
357780,솔브레인,satellite,0.02,0.7,759561412768.0,False,공정/위원회 미확인,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-18,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
394280,오픈엣지테크놀로지,core,0.08,0.2,184879728383.625,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-21,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
403870,HPSP,core,0.0,0.4,1284272205289.5999,True,,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-21,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
425040,티이엠씨,satellite,0.0,0.8,109924054065.63,False,공정/위원회 미확인,2024-11-29,2024-11-29,pykrx 시총 x 원장 free_float,2024-03-20,b05ddc8e2db9fc63bba0dc22b4be8518dc0c127c
