ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
000660,SK하이닉스,anchor,0.1,0.95,46026493522395.0,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-22,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
003160,디아이,satellite,0.0,0.85,57797072926.775,False,ADV60<10억;규칙 C 요건②③ 미충족,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-17,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
005290,동진쎄미켐,core,0.0,0.55,1036687409305.02,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-17,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
005930,삼성전자,anchor,0.02,0.31,292823326277446.0,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-08,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
007660,이수페타시스,core,0.0,0.1,294457301634.585,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-23,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
014680,한솔케미칼,core,0.0,0.5,1979533114020.0,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-15,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
033160,엠케이전자,core,0.0,0.5,143109360793.815,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-23,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
036540,SFA반도체,satellite,0.0,0.75,330076761930.09,False,규칙 C 요건②③ 미충족,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-18,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
036930,주성엔지니어링,satellite,0.0,0.7,430166814570.24,False,규칙 C 요건②③ 미충족,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-21,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
039030,이오테크닉스,core,0.0,0.5,588370989991.5,True,,2022-11-30,2022-11-30,KRX all-stock screen download x ledger free_float,55c3447ef3ae3fc1f04aa0f067bedb193494808d7af4398e3ab25a3e203b0f44,de0b60a205cfe77129dd13404b362225334e8083119a661c75fb7964e2367a43,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-21,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
