ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
000660,SK하이닉스,anchor,0.1,0.95,58480721181396.0,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-22,3bfa40002d306edc5ab775fea1880ad367162203
003160,디아이,satellite,0.0,0.85,93724983124.5,False,규칙 C 요건②③ 미충족,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-17,3bfa40002d306edc5ab775fea1880ad367162203
005290,동진쎄미켐,core,0.0,0.55,1341224197731.0,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-17,3bfa40002d306edc5ab775fea1880ad367162203
005930,삼성전자,anchor,0.02,0.31,317303732975882.0,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-08,3bfa40002d306edc5ab775fea1880ad367162203
007660,이수페타시스,core,0.0,0.1,356791074808.41504,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-23,3bfa40002d306edc5ab775fea1880ad367162203
014680,한솔케미칼,core,0.0,0.5,2502695437011.0,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-15,3bfa40002d306edc5ab775fea1880ad367162203
033160,엠케이전자,core,0.0,0.5,190812481058.42,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-23,3bfa40002d306edc5ab775fea1880ad367162203
036540,SFA반도체,satellite,0.0,0.75,499893536998.8,False,규칙 C 요건②③ 미충족,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-18,3bfa40002d306edc5ab775fea1880ad367162203
036930,주성엔지니어링,satellite,0.0,0.7,723228668321.28,False,규칙 C 요건②③ 미충족,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-21,3bfa40002d306edc5ab775fea1880ad367162203
039030,이오테크닉스,core,0.0,0.5,889690797990.0,True,,2022-05-31,2022-05-31,KRX all-stock screen download x ledger free_float,8ca404707a0a7c1275cdfd4a58503942e7c97ea71775564c66208d8eab32ae84,e9e31c4a9faa0b7fdb98a360709fa55ff79052715f1245a631bd0571569445ba,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2022-03-21,3bfa40002d306edc5ab775fea1880ad367162203
