ticker
000660
000990
005930
011930
031980
033640
036540
036810
036930
039030
042700
046890
053610
058470
061970
064290
064760
067310
073570
074600
079370
079810
082270
084370
088390
089970
095340
095610
098460
101160
101490
108320
131290
131970
166090
183300
195870
213420
218410
222800
240810
272290
319660
322000
348210
394280
399720
403870
420770
425040
