ticker
000660
000990
003160
005930
011930
031980
036540
036810
036930
039030
039440
042700
058470
059090
064760
067310
074600
079370
080220
084370
084850
089030
095340
095610
098460
101490
108320
110990
131290
131970
161580
166090
171090
183300
195870
213420
218410
222800
232140
240810
253590
265520
272290
281820
297890
317330
319660
348210
389020
394280
399720
403870
420770
440110
445090
