ticker,name,disclosed_at,fiscal_year,sector,hbm_massproduction,hbm_exposure,mem_ratio,process_confirmed,committee_ok,free_float,source,admin_issue,reviewer,judgment_status,audit_opinion
039030,이오테크닉스,2020-03-30,2019,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6894,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003030,False,노민수,FINAL,적정
039030,이오테크닉스,2021-03-18,2020,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6813,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210318001314,False,노민수,FINAL,적정
039030,이오테크닉스,2022-03-21,2021,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6813,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321001425,False,노민수,FINAL,적정
039030,이오테크닉스,2023-03-21,2022,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6717,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001354,False,노민수,FINAL,적정
039030,이오테크닉스,2024-03-20,2023,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6717,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001082,False,노민수,FINAL,적정
039030,이오테크닉스,2025-03-20,2024,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6717,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001508,False,노민수,FINAL,적정
039030,이오테크닉스,2026-03-23,2025,특수 목적용 기계 제조업,False,0.0,0.5,False,False,0.6894,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323001573,False,노민수,FINAL,적정
042700,한미반도체,2020-03-27,2019,특수 목적용 기계 제조업,False,0.1,0.8,True,True,0.3821,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200327001498,False,노민수,FINAL,적정
042700,한미반도체,2021-03-11,2020,특수 목적용 기계 제조업,False,0.1,0.8,True,True,0.4171,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210311000922,False,노민수,FINAL,적정
042700,한미반도체,2022-03-10,2021,특수 목적용 기계 제조업,False,0.15,0.8,True,True,0.4423,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220310001098,False,노민수,FINAL,적정
042700,한미반도체,2023-03-16,2022,특수 목적용 기계 제조업,False,0.25,0.8,True,True,0.4345,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001554,False,노민수,FINAL,적정
042700,한미반도체,2024-03-14,2023,특수 목적용 기계 제조업,False,0.35,0.8,True,True,0.4499,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001257,False,노민수,FINAL,적정
042700,한미반도체,2025-03-13,2024,특수 목적용 기계 제조업,False,0.55,0.8,True,True,0.4341,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001171,False,노민수,FINAL,적정
042700,한미반도체,2026-03-12,2025,특수 목적용 기계 제조업,False,0.6,0.8,True,True,0.4382,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260312001230,False,노민수,FINAL,적정
061970,LB세미콘,2020-03-30,2019,반도체 제조업,False,0.0,0.3,False,False,0.621,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330000279,False,노민수,FINAL,적정
061970,LB세미콘,2021-03-18,2020,반도체 제조업,False,0.0,0.3,False,False,0.6125,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210318000300,False,노민수,FINAL,적정
061970,LB세미콘,2022-03-18,2021,반도체 제조업,False,0.0,0.25,False,False,0.6315,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220318000595,False,노민수,FINAL,적정
061970,LB세미콘,2023-03-17,2022,반도체 제조업,False,0.0,0.25,False,False,0.6374,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000109,False,노민수,FINAL,적정
061970,LB세미콘,2024-03-19,2023,반도체 제조업,False,0.0,0.2,False,False,0.6387,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240319000011,False,노민수,FINAL,적정
061970,LB세미콘,2025-03-20,2024,반도체 제조업,False,0.01,0.2,False,False,0.6387,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000568,False,노민수,FINAL,적정
061970,LB세미콘,2026-03-20,2025,반도체 제조업,False,0.02,0.2,False,False,0.7276,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260320000806,False,노민수,FINAL,적정
064290,인텍플러스,2020-03-30,2019,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.7894,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330001988,False,노민수,FINAL,적정
064290,인텍플러스,2021-03-17,2020,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8064,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210317000288,False,노민수,FINAL,적정
064290,인텍플러스,2022-03-21,2021,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8015,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220321001214,False,노민수,FINAL,적정
064290,인텍플러스,2023-03-20,2022,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8024,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000930,False,노민수,FINAL,적정
064290,인텍플러스,2024-03-20,2023,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8075,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001790,False,노민수,FINAL,적정
064290,인텍플러스,2025-03-18,2024,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8079,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000533,False,노민수,FINAL,적정
064290,인텍플러스,2026-03-18,2025,특수 목적용 기계 제조업,False,0.0,0.4,False,False,0.8473,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318001550,False,노민수,FINAL,적정
067310,하나마이크론,2020-03-30,2019,반도체 제조업,False,0.0,0.6,False,False,0.6989,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003994,False,노민수,FINAL,적정
067310,하나마이크론,2021-03-22,2020,반도체 제조업,False,0.0,0.6,False,False,0.7289,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210322001096,False,노민수,FINAL,적정
067310,하나마이크론,2022-03-22,2021,반도체 제조업,False,0.0,0.6,False,False,0.7208,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220322001105,False,노민수,FINAL,적정
067310,하나마이크론,2023-03-27,2022,반도체 제조업,False,0.0,0.6,False,False,0.7209,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230327000992,False,노민수,FINAL,적정
067310,하나마이크론,2024-03-20,2023,반도체 제조업,False,0.0,0.6,False,False,0.72,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001644,False,노민수,FINAL,적정
067310,하나마이크론,2025-03-20,2024,반도체 제조업,False,0.0,0.6,False,False,0.7354,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001741,False,노민수,FINAL,적정
067310,하나마이크론,2026-03-19,2025,반도체 제조업,False,0.03,0.6,False,False,0.737,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260319000032,False,노민수,FINAL,적정
086390,유니테스트,2020-03-30,2019,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7526,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330002110,False,노민수,FINAL,적정
086390,유니테스트,2021-03-19,2020,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7533,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210319000798,False,노민수,FINAL,적정
